listing_name,listing_price,listing_shipping_price,listing_color,listing_brand,keyword_brand_new,keyword_in_box,keyword_authentic,keyword_rare,keyword_limEdit,keyword_deadstock,keyword_classic,keyword_retro,keyword_vintage,keyword_OG,keyword_lifestyle,keyword_casual,keyword_athletic,keyword_running,keyword_basketball,keyword_low,keyword_mid,keyword_high,keyword_shoes,keyword_sneakers
https//www.ebay.com/itm/294300969274?_trkparms=ispr%3d1&hash=item4485b4693agq9yaaoswrwfg~1l0&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orsshrhxq6a69bx76cdn9aij%252f0yealex%252bt19%252bir2r%252fhytgjmrsavvao3xvyd3j0yib5czz7hy2jmgz8jbmv%252fc2gkjniwdzftndxbdhypzd3lq6fvbjwqrb%252fjqgayk%252biln0j%252bzcik9ymyj1um6jev2gq7qdy2f%252femca5bbdv7dw7lx6vii%252fbwatlnr4li2cbjblovacbxiguskmrqt1yxeaw3t1yftaykdby7efpwkoobl6xx13h%252f7lklrgsnwdp5d%252frakt6hwrnewcvsqe7tyqooafnnk852%252fnqasnbpqeiaaok23t3t7jypjh1zwco63yqowohrkpw1iiozppz0%252bemwlm4o9ivundzydwbs16pxdrdgm6xjivtralsofnnqlgjsl%252fd2%252bny7i9dc3oh%252fu5zp7plnegzqinc333qjyulghcmjmirvluorm1rwnq22n2%252fuqhyisv0lpailuoxnmkdo%252blfcfikkapifve%252f2kifaturk5a17zrjimdjwztvbml5u0d3lsgnqtwgidiypt8z2ceqejoolwfaidgfynffchaurvq0z0uqkaferepyd8%252fzjxyrf9angsqadih6y8nk4sg3rxiax%252firwmfgfmcqa511i4n59bx%252fkhdobpmelfa21wm9ibgw7o2grahec1squuylvecwcamtjnds0reakvowjbv7ghctq95me2g95n%252femvhsqcd1mz056n0iwrafatxgfyntgerbnseggybfsmjaq%252buktsxfxwod6mskc0ywyu31i3dtdiruniww31l3x7gckdwr%252fhwwsegwf4tuz9ooa9mgfjtei8cepwq%252fvwmap%7campid%3apl_clk%7cclp%3a2499334,$94.96,$9.05,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/324658404128?hash=item4b97261b20gev8aaoswr-pgusfg,$39.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/324739569615?_trkparms=ispr%3d1&hash=item4b9bfc97cfgqn8aaoswclbhx6ff&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orssosplsiqug7ss7xxkglif36afp3fne4wsxbikjvkkgukfbfyb2ikmxbgbw%252fqlu3pgskk7g%252b%252femjicmwwxcyfiur%252fq6ppz5ornqnfct6plndliw0o%252fxc9txkwyylwn2txcn4u9a%252bf508qib7j9geyw%252fezyl6yqcb5ug9r4iddwke36vjsrvhlf6w5mljifucxt6c97mimkwvw4xklcch78ajgs1jsi9616woyx%252bcduzfosdtcl1rpnc9iqypg7fjfyj%252ffkqrs9hsrhflrdfzkqahu7jjmzf%252fwybhwo7bhhjgac%252fbvmdejfljrbwit81ll11vxy1k5cwwsew7bwjwbsht815ifqgdwraka8tibynfwsaezb%252btyjwtwdgfn%252buhytj6fytxjg6wcxji2vtpn0hafkfvvcfbwqazwrtxn2ro9fbl5s67kvya21rnrtbyujfcsc8bc5uht5jrphgerrw4da3%252bs3jvoy%252fhayps82kyh2iiyvmwoijzxbjgchvoyl1lkntimb2l4ai0fzgt3v3voveklcl9dlfi50uu8lgmctnhnvf1vhlrsswd%252f8g6a6cedbyldtfdd0xd4hg%252bmf3akqgnijkbioyytshayzwoia2i7i2x7q%252blcxfj0tk9hbjuijfkh9kox6urwuessra28xt6pbqh%252bwwyl8xinuyzsgupkjazadnatnpm6n4vacdx2gzk34ap1rk5skbnqr95gx0ey4gs3qvoeyqvfl79pmxpqxjfm2dq%252bxpsvqkhkcavpvzfdkrr58pibyvu186gcrt9d0qtykj2zo4ly6mvfwnhqbz4ytfb7fgsi32vpx%7campid%3apl_clk%7cclp%3a2499334&var=513745357775,$19.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/384257904004?hash=item59778e4d84gxdmaaoswlbfg4esw,$214.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/itm/402337691147?_trkparms=ispr%3d1&hash=item5dad31f60bggz8aaoswabxf~ha0&amdata=enc%3aaqagaaackpye5nmhp%252b2jmhmi7yxgitjkprkr5t53coomsqt2orssv8pnysnjcrvuafadd2t5dxkzcz4jabpn8ovdn4hd0x8x4qo5eqlsa3hrx9vey40zrqqzxmkk2qlwj5oobitlnpvbdgtg9ccpwaxwqh98rkh4lfwgecxppegixc7f6qk53g6pkjg3if8fnr5%252bi0yir2bvj5jl8h4yn3y9dwiqfapj2rwtjy5cnznwwo45qzwtkrmgnsnne5hdwbggxtymjsgx81xn0nj4fosvz81syjxia%252f%252blx4bkcsxps9ulqf1omw33fxthikcstc4t8uuar5drazi2547kbp1xgjsnyokgrys2cgp94n%252bg%252bvben4dabpzceqhqmch3ge7owphgj3doussepgytgb4k8gopask9gvzzrmvcyaece4armsnargs%252bwjfiusv8rcu160o2pwdml8bnn9y15mlfbquppwhojl2nz0hv2ofa1z2dsttvingjmnon8r9c5noaql3pr3eviizwt8puuljdsk31r7p9qw529i1rqpshcmgqbapacbswkwfbvabumkyzkv1ox1dzqfnronny3taigzaiaytegjvn03rgeqilc8c4fqjb633nckvpjkabv3yao%252fzxoahzogs8lodjsm36rbezvej%252b3%252f5y7pqourt1rvyr5dqw%252fs2n%252fdbi52cyszsg5d6jy5nlzrcoyyxhyfda0t9wnjxmexnfkqnnv78j7mboq7ofavscc%252bhyya5qr5ugsr663rombsbt3rcp40pkyf2mme1minqi6nnzriplilwel2ypbcxncjeq2btum22usjzydjwbn2duumaewzepichz1%252f5bapof1h%252ft8zmfshzf7try%7campid%3apl_clk%7cclp%3a2499334&var=672329789627,$39.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/p/5043995626?iid=184673881461,$139.99,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https//www.ebay.com/p/7044409569?iid=324370150960,$40,$15,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
men new balance 860 black v10 stability running shoes mens size 12 m860g10,$109,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
men new balance maris v1 running medium (d) mariscc1 phantom blue 100% authentic,$56.92,$0,Black,New Balance,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
men new balance mrl24ta sneaker shoes medium (d) black white 100% original new,$56.51,$0,Black,New Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
