listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_brand,listing_color,listing_model,listing_size
nib new balance 412v3 412 mens running trail shoes medium&4e black 510 590 612,https://www.ebay.com/itm/194315333660?epid=14043989820&_trkparms=ispr%3D1&hash=item2d3e18b01c:g:d70AAOSweyVfPI2v&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSMJP5lymjvym%252B0KHUMc1dIfF6QWOGx5S4npRqRCZUsao3Q1Jk6vZO369pTzkmkosFWfFFKTl7kEpFk5hHIRtIlaJnKZNGhrmSyUi4EK%252BZ5HYmZu23A2RKhneK0Fh8EXH%252BjKsXhOOPuFBLaVm5b6IDY91z72qkczqLGDeEUGO%252BSo7sLC5Rdr%252BQIF2qSCjdPO7WFWNXTfGU7dVM%252F0Hhcb1ZIGyJTKH3rYY6x4bsvEj12wamxyI9MpjFPDElCihpDNSzYJ%252FFIASQj4bD9LkpC6UI8E9X3jNv%252FukOtZBrESdGCCUaOQWfk6fU%252FecJcwS08ksTNpns6qQG9OvJEXm5nwFDYa9xYf9ruke%252FtndflRkx1SiXV8itnPP9B6OEu9h2gWgPn4FP8YYEkEiGqbsyHcBRuBSpHznutesJOADp0JWqMgzKkMKeZL0v%252FPvOzjqg0BJzzbzwVSLvZlKN7%252BXsT54f0odPgcKnDif4JdJvXXYqr%252BlCY3B4KwDcYwE7WNiXiABguRrkjTh2uAMO6vyRm4LTIevuGAz6qfmwucBqhsWNqqhEt6RGTwLgiEOJuW%252FutJsWpI6hbYzrHmFklEfxv6Gya6hgvjdn7bK4JyuZAVac%252FGdUGFgWwesB4K4tHf6jBYQ%252Fwoz%252B8AwvwGwnWvmt2cIXNq8hwF8v0bPgLy5YtnwMYrmiUEUBISp%252B3rlhAhkC%252F0lpGEJca4FmU%252BfSJnxaiS2uMFmmRoBHwY5XmtmRljbQd2TqWFeCjN2FcQax9wuc%252BsnEHzvHrG1TEWjPXrp6yya5Q7Bs%252FUMfAFECx%252FRcY00S6WAf0p3JQRrohoLp5E7f2T2Y%7Campid%3APL_CLK%7Cclp%3A2499334,79.99,11.35,,mely84red,https://www.ebay.com/usr/mely84red?_trksid=p2047675.l2559,91.9% Positive feedback,New_Balance,Black,500,
nib new balance 997s lifestyle mode de vie ms997he mens shoes sneakers size 8,https://www.ebay.com/p/22043989086?iid=233662887957,79.99,8.5,,,,,New_Balance,White,700,8
nib new balance classics 574 black summer sky blue sneakers ml574nse multi sizes,https://www.ebay.com/itm/184738267954?hash=item2b03424332:g:Bn4AAOSwomtgZT9E&var=692474841952,76.5,0,,rivetsandthread,https://www.ebay.com/usr/rivetsandthread?_trksid=p2047675.l2559,99.3% Positive feedback,New_Balance,Blue,400,
nib new balance for j.crew 791 leather sneakers white sz 8 us,https://www.ebay.com/itm/254695681434?hash=item3b4d0bad9a:g:TlUAAOSwhvNfQF1j,65,9.1,,mmwfashionboutique1,https://www.ebay.com/usr/mmwfashionboutique1?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,White,700,
nib new balance for j.crew 791 leather sneakers white sz 9 us,https://www.ebay.com/itm/264870655427?hash=item3dab8575c3:g:TlUAAOSwhvNfQF1j,65,9.1,Authenticity Guarantee,mmwfashionboutique1,https://www.ebay.com/usr/mmwfashionboutique1?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,White,700,9
nib new balance m574jbg blue black white gold colorway mens size 9 u.s.,https://www.ebay.com/itm/284488968720?hash=item423cdd2a10:g:LxEAAOSwqJVhaKl9,150,24.35,Authenticity Guarantee,eagleflight2001,https://www.ebay.com/usr/walkingethics?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,400,9
nib new balance mens 10d 460cl2 running shoes gray/silver/blue/black/white,https://www.ebay.com/itm/254495445632?hash=item3b411c5280:g:UqoAAOSwkaNeL-sd&var=554175002669,68,15.8,,svo302,https://www.ebay.com/usr/svo302?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,400,
nib new balance mens 10d m690lb4 running shoes blue/black/yellow/white,https://www.ebay.com/itm/224461814521?hash=item3442f77af9:g:WskAAOSwOLBgnup0,65,15.8,,svo302,,100% Positive feedback,New_Balance,Blue,600,
nib new balance mens 519 mx519wg white running shoes low top size 12 4e xwide,https://www.ebay.com/itm/265370721458?hash=item3dc953dcb2:g:cqcAAOSw8hhhcXha,51.99,0,,cheapskate.515,https://www.ebay.com/usr/cheapskate.515?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,White,,12
nib new balance mens 574 ml574scf white blue red shoes sz 8d med,https://www.ebay.com/p/12043981282?iid=185072307087,100,10.15,Authenticity Guarantee,,,,New_Balance,Blue,400,
nib new balance mens 608v5 casual comfort cross trainers mx608ab5 size 10,https://www.ebay.com/itm/312239511802?hash=item48b2ecd8fa:g:h4cAAOSwyohbfKov&var=612363946392,59,15,,infinitej0y,https://www.ebay.com/usr/infinitej0y?_trksid=p2047675.l2559,99.7% Positive feedback,New_Balance,Black,600,10
nib new balance mens lightweight red running shoe sneaker 10 d usa mr890rb,https://www.ebay.com/itm/324366716428?hash=item4b85c34e0c:g:e6MAAOSwOnBc1eez,97.12,9.99,,beachfunds,https://www.ebay.com/usr/beachfunds?_trksid=p2047675.l2559,99.9% Positive feedback,New_Balance,Red,,
nib new balance mens running shoes - tech ride 680 v3 - black/red - size 11 1/2,https://www.ebay.com/itm/194315333660?epid=14043989820&_trkparms=ispr%3D1&hash=item2d3e18b01c:g:d70AAOSweyVfPI2v&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSMJP5lymjvym%252B0KHUMc1dIfF6QWOGx5S4npRqRCZUsao3Q1Jk6vZO369pTzkmkosFWfFFKTl7kEpFk5hHIRtIlaJnKZNGhrmSyUi4EK%252BZ5HYmZu23A2RKhneK0Fh8EXH%252BjKsXhOOPuFBLaVm5b6IDY91z72qkczqLGDeEUGO%252BSo7sLC5Rdr%252BQIF2qSCjdPO7WFWNXTfGU7dVM%252F0Hhcb1ZIGyJTKH3rYY6x4bsvEj12wamxyI9MpjFPDElCihpDNSzYJ%252FFIASQj4bD9LkpC6UI8E9X3jNv%252FukOtZBrESdGCCUaOQWfk6fU%252FecJcwS08ksTNpns6qQG9OvJEXm5nwFDYa9xYf9ruke%252FtndflRkx1SiXV8itnPP9B6OEu9h2gWgPn4FP8YYEkEiGqbsyHcBRuBSpHznutesJOADp0JWqMgzKkMKeZL0v%252FPvOzjqg0BJzzbzwVSLvZlKN7%252BXsT54f0odPgcKnDif4JdJvXXYqr%252BlCY3B4KwDcYwE7WNiXiABguRrkjTh2uAMO6vyRm4LTIevuGAz6qfmwucBqhsWNqqhEt6RGTwLgiEOJuW%252FutJsWpI6hbYzrHmFklEfxv6Gya6hgvjdn7bK4JyuZAVac%252FGdUGFgWwesB4K4tHf6jBYQ%252Fwoz%252B8AwvwGwnWvmt2cIXNq8hwF8v0bPgLy5YtnwMYrmiUEUBISp%252B3rlhAhkC%252F0lpGEJca4FmU%252BfSJnxaiS2uMFmmRoBHwY5XmtmRljbQd2TqWFeCjN2FcQax9wuc%252BsnEHzvHrG1TEWjPXrp6yya5Q7Bs%252FUMfAFECx%252FRcY00S6WAf0p3JQRrohoLp5E7f2T2Y%7Campid%3APL_CLK%7Cclp%3A2499334,60,24.35,,mad-mexican,https://www.ebay.com/usr/mad-mexican?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,600,11
nib new balance mens size 7 athletic running tennis shoes fresh foam mcruzsp2,https://www.ebay.com/itm/403174123175?hash=item5ddf0ce6a7:g:cTQAAOSwO4xhOoLN,60,8.01,,star_red1023,,99.9% Positive feedback,New_Balance,Blue,,7
nib new balance mtntrcr1 mens red and black size 8 brand new.,https://www.ebay.com/itm/185065615992?_trkparms=ispr%3D1&hash=item2b16c53278:g:NMUAAOSwq39hPgYO&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiVOxdKebFepbzBLdar3mpYoz9XFzCDhvdAunh2JYF8r1vaxw%252BPy5A6Br5Ae4Lb%252BnPzslyCVM1HeGvoCa0YSbssBgOkmlbTi6RW%252FNg01S8LqI3DuHpHfbcqN9mVDU88wxuqBrOAySoplxlmwdKR0K%252Bj985wjmnC80PHrW9WBuzyTRAT6cO2psCadgqp04rXWmVaEdC8yr%252Fte9Bun3eF51RrIaHhUYGIchHEAGFhOYQIqq4oAoPn7SIvx7WjvuETyy4qRH%252BvSktDrj7%252FHIGyYNpWFyDA1MuNBV3yksNko3XQq92DMmG3ge3%252F0AsUztNPrmiOEqWUbTvNRcsGFrvWtypO3KlnyVo%252BGSdZl1Zxzvz7d7aU8nv8sch4BMxhAz%252BmjwILfa56%252FZuBer2YqV%252FWIkuIqg29f5LwsJAdVHHBpn%252BZsd86m33W8IcQ7vANTr5SwJ50p15sRors691YWff%252Fz3L8Tp6mTq7F4TzsJdlkDXeDkn5dNskgHvssfxaLWg%252FSs17WUUsibJSz1L8HtD3YWE9Zb1VqyAQExBxhCzD8wbfDGfL%252FkFCzEdvS3Xp8kcWIJ6FFxv1zqA9DQF9HJ59OYotLZcHht6ndnf8Ci3k2LptZEqRYuCix%252FG2bMDWVwlSyuKoYiQxl14sKOuZOYYGFo6WbaaGOseKw6bkAIxW3%252B%252Bgoiep%252BniH5tKDoROfoMHLU27z8gznwc8ci2vYqeH1XF6kAIJPBxBRDIPhsmmbYLuzldU9m2p6x8j50yRh1wuNtAO8sv%252BDoEQpRGYOt31Bw0yHBB2AyeYWItIu8ONRnsbnSoLlPVLUPqaOnRwlRuL5Va%252F%7Campid%3APL_CLK%7Cclp%3A2499334,58,0,,sherimaka0,https://www.ebay.com/usr/sherimaka0?_trksid=p2047675.l2559,99.1% Positive feedback,New_Balance,Black,,8
nib new balance mx623wn2 shoes mens size 18 d white/navy free shipping,https://www.ebay.com/itm/373571961709?hash=item56fa9fc36d:g:c1QAAOSwBX1glfkE,100,0,Authenticity Guarantee,startli53,https://www.ebay.com/usr/sellkickzhere?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,200,
nib new balance nb x j.crew 999 usa night sky sz 8 #j8492,https://www.ebay.com/itm/202893508930?hash=item2f3d654142:g:hUsAAOSweoReM1CK,149.99,0,Authenticity Guarantee,nonad8,https://www.ebay.com/usr/milo_dang?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Blue,900,
nib nike air jordan 1 retro high og lt fusion red 555088-603 size 11.5,https://www.ebay.com/p/27043546417?iid=194341426865,200,10,Authenticity Guarantee,,,,Air_Jordan,Red,,11
nib nike air jordan 6 retro bordeaux ct8529 063 size men�??s 12 free shipping!,https://www.ebay.com/p/18048603840?iid=185092537278,268,0,Authenticity Guarantee,,,,Air_Jordan,Red,,
nib nwt mens adidas running response csh16 sneakers shoes white red gray size 9,https://www.ebay.com/itm/224578565083?hash=item3449ecf3db:g:D00AAOSw1bFeuHyw,79.99,0,,mpsbatboy42,https://www.ebay.com/usr/mpsbatboy42?_trksid=p2047675.l2559,100% Positive feedback,adidas,Red,,9
nib rare adidas campus 80’s obyo kzk mens size 9 shoes blue/red g15796 2009,https://www.ebay.com/p/16045975127?iid=284495761809,175,24.35,Authenticity Guarantee,,,,adidas,Blue,Campus,9
nib!! (size 10) mens nike air jordan 1 mid se black amarillo orange raygun,https://www.ebay.com/p/17039801969?iid=384421676173,169.99,9.95,Authenticity Guarantee,carey_goods,http://www.ebay.com/usr/carey_goods?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,10
nib!! (size 10) mens nike air jordan 1 retro mid �??triple white�?� 554724-130,https://www.ebay.com/p/21039801700?iid=384421829170,179.99,12.95,Authenticity Guarantee,,,,Air_Jordan,White,,10
nib~adidas originals racer lite running gym response trainers shoes~mens sz 10,https://www.ebay.com/itm/353482315739?hash=item524d3017db:g:nYUAAOSwa9Fa971W,89.99,24.15,,hellaluxe,https://www.ebay.com/usr/hellaluxe?_trksid=p2047675.l2559,100% Positive feedback,adidas,Blue,Racer,
nib~adidas originals racer lite running gym response trainers shoes~menssize10,https://www.ebay.com/itm/353482315739?hash=item524d3017db:g:nYUAAOSwa9Fa971W,89.99,24.15,,hellaluxe,https://www.ebay.com/usr/hellaluxe?_trksid=p2047675.l2559,100% Positive feedback,adidas,Blue,,
nice kicks x new balance cm1600nk grand anse blue / aqua mens size 9 ds new!,https://www.ebay.com/p/21043992201?iid=143567801996,204.74,0,Authenticity Guarantee,,,,New_Balance,Blue,600,9
nice kicks x new balance x amoeba 992 teal/black size 10 in hand ready to ship,https://www.ebay.com/itm/312239511802?hash=item48b2ecd8fa:g:h4cAAOSwyohbfKov&var=612363946392,280.99,21.15,Authenticity Guarantee,co318251,https://www.ebay.com/usr/co318251?_trksid=p2047675.l2559,100% Positive feedback,New_Balance,Black,200,10
nike air force 1 '07 low triple men's white cw2288-111 new 7-13,https://www.ebay.com/p/16045629761?iid=144123038396&var=443426959885,109.99,0,Authenticity Guarantee,,,,Air_Jordan,White,Air Force 1,
nike air jodan retro 5 gs raging bull 2021 440888-600 size 4 4.5 5 5.5 6 6.5 7,https://www.ebay.com/p/24045819542?iid=174783798429&var=473961020413,159.99,0,Authenticity Guarantee,,,,Air_Jordan,Red,,
nike air jordan 1 �??pine green�?� 2.0 size 8.0 ds 555088-030 w/ og box and red lace,https://www.ebay.com/p/21039802159?iid=324272192170,290,9.1,Authenticity Guarantee,,,,Air_Jordan,Red,,8
nike air jordan 1 aj1 mid se metallic gold black white dc1419 700 size 12,https://www.ebay.com/p/23041685516?iid=233884341441,135,14.25,Authenticity Guarantee,ricope-86,http://www.ebay.com/usr/ricope-86?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,12
nike air jordan 1 aj1 mid se metallic gold black white dc1419-700 - size 9.5,https://www.ebay.com/p/15041678702?iid=184850314194,145,21.15,Authenticity Guarantee,,,,Air_Jordan,White,,9
nike air jordan 1 ajko 1 size 8.5 storm blue black white new do5047 401,https://www.ebay.com/p/11050250061?iid=124966400198,190,16,Authenticity Guarantee,,http://www.ebay.com/usr/alphaquality3?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,8
nike air jordan 1 ajko chicago 2021 men's size 13 white red black new da9089-100,https://www.ebay.com/p/9043550839?iid=324629557084,229.94,0,Authenticity Guarantee,,,,Air_Jordan,White,,13
nike air jordan 1 banned mid size 12 men 554724-074 black & red brand new,https://www.ebay.com/p/10046950095?iid=383887593434,240,24.35,Authenticity Guarantee,,http://www.ebay.com/usr/unitedkicks.ie?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,12
nike air jordan 1 black metallic gold #555088-032 size 8,https://www.ebay.com/p/20039806634?iid=373507147180&var=642498789583,249.99,0,Authenticity Guarantee,tscjay,http://www.ebay.com/usr/tscjay?_trksid=p2349526.m4383.c10,98.9% Positive feedback,Air_Jordan,Black,,8
nike air jordan 1 bred td mid football cleats varsity ar5604-061 sz 9.5,https://www.ebay.com/p/6039814108?iid=164886476924,121.99,13.55,,,,,Air_Jordan,Red,,
nike air jordan 1 centre court military blue 2021 dj2756 103 men�??s size 11,https://www.ebay.com/p/9045865347?iid=363590927934,104.99,0,Authenticity Guarantee,,,,Air_Jordan,White,,11
nike air jordan 1 centre court white sneakers dj2756-100 mens size 9 no lid fast,https://www.ebay.com/itm/265277677982?epid=8043557699&_trkparms=ispr%3D1&hash=item3dc3c8219e:g:H5EAAOSwJethIHLZ&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSiQ9lXn8D6r9jI8oadgGjJZyuLBt8ZxSX0lM6gJX38yee5bcifvMtFTxWa29I2Tf3v54kyjDOF4ebLRCPfc56ehGXJqssULl2q1gZm3%252FYk5GUBTY98BuskPfwdzFjeU9ELwbaV0NGST3L1Dxjc4s5dshCdc01IK1EPJGsF%252BeYdDOBD5%252F2HmcknxRr72cH4LsIE3PIfwLOyKuzRukZdT%252B5BPPFvrjr90xw%252FU0bW4L3SvEjYjn4%252BamnBGzMRJhq7lGcsRpShkapTmJEadgKHFfK5VV8TegqHEa9Om5ArZvAO%252B0a4Bf3AoOr38Hmx3%252BxZtyYUUHEBlqsXmLNiHcWlCxlmET6J0ZUyGK33H2plzLvCIj1B%252B%252BW81RM%252FM5C7kXiiwhsDeu%252F6G%252Bv3jCOtPbfCQo0Nmg4XFk%252B4oljDRLMtEzELCsQE89S9lMvXoKdBPCvrOX0FJdI9SKunnBWpbvWbfzs2Fi8RFS3x%252FVjIglIjl%252BAQ6Bv2drVzVFmqkmeICmf94H%252BZ0gtcpUdl6Rr0H%252FyQBProHZKI%252F0l7QAtPTbKlq9dquSG1HK81wvC76ZyAGk1%252BJLgOwDAIOU%252BMOyRzJTiLZkIK5C54rbNKw2B9T%252F2KqLN0NBoY1EYV0WmCd%252BoSzHt5dEe73m%252B3ZS2i5xIgncSalKf%252FFD6bahfedWQic9RrHzLx47BLVijNVeJKZnWoHHMB9mWvqnCzka3VDFJYlPfdZi83ySqb3XkaA%252BZWPfcKsBK%252FXhejhOKLABWynWJFeTaoTv1l0cU8reF82roiTPJn8bfPrie0WBPDwnHkA%252BwAT8sFYEKY%252BobifEKRQYwArdp3Tfy%7Campid%3APL_CLK%7Cclp%3A2499334,139.95,0,Authenticity Guarantee,ethdeals,https://www.ebay.com/usr/ethdeals?_trksid=p2047675.l2559,99.3% Positive feedback,Air_Jordan,White,,9
nike air jordan 1 chicago mid white heel 554724 173 size 11.5 men,https://www.ebay.com/p/25043401714?iid=255172474912,269,0,Authenticity Guarantee,,,,Air_Jordan,White,,11
nike air jordan 1 cmft gym red men's size 10.5 ct0978-600 new black white 2021,https://www.ebay.com/p/26043563606?iid=393532859485&var=662316334672,199.99,0,Authenticity Guarantee,,,,Air_Jordan,Red,,10
nike air jordan 1 first class flight white men's basketball shoes -...,https://www.ebay.com/p/23039811229?iid=383773341931,180,13.55,Authenticity Guarantee,,,,Air_Jordan,White,,
nike air jordan 1 gs mid black/white/laser orange 555112-003 size 4.5y,https://www.ebay.com/itm/184567885512?hash=item2af91a6ec8:g:ufsAAOSwxAFfzCyW,119.99,0,Authenticity Guarantee,,,,Air_Jordan,Black,,
nike air jordan 1 high black gold metallic size 10,https://www.ebay.com/itm/254828576824?hash=item3b54f78038:g:PJQAAOSwa2lgmdzi,200,9.8,Authenticity Guarantee,,,,Air_Jordan,Black,,10
nike air jordan 1 high flyease black white panda dc7986-011 size 7y,https://www.ebay.com/itm/265372598470?hash=item3dc97080c6:g:MewAAOSwOephcyev,179.95,0,Authenticity Guarantee,,,,Air_Jordan,Black,,7
nike air jordan 1 high flyease panda black white sneakers size 7.5 cq3835-011,https://www.ebay.com/itm/304114448319?var=603276121702&hash=item46cea237bf:g:kMgAAOSw8PxhVpmy,249.99,19.99,Authenticity Guarantee,,,,Air_Jordan,Black,,7
nike air jordan 1 high og defiant couture black/red new size 12 bq6682-006,https://www.ebay.com/p/24039798183?iid=203602978741,199.99,0,Authenticity Guarantee,,,,Air_Jordan,Red,,12
nike air jordan 1 high og defiant retro black-gym red-muslin sz 16 [bq6682-006],https://www.ebay.com/p/6039812619?iid=373523438905,249.99,0,Authenticity Guarantee,,http://www.ebay.com/usr/nyzcorp?_trksid=p2349526.m4383.c10,99.5% Positive feedback,Air_Jordan,Black,,
nike air jordan 1 high og light fusion red yellow white size 15 555088-603 hawk,https://www.ebay.com/p/11043544975?iid=224656325726,180,21.99,Authenticity Guarantee,madetosellbuyme,http://www.ebay.com/usr/madetosellbuyme?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,15
nike air jordan 1 high og pine green 2.0 2020 size 10.5 no red laces,https://www.ebay.com/p/19039800266?iid=144241641465,300,9.3,Authenticity Guarantee,,,,Air_Jordan,Red,,10
nike air jordan 1 high og pollen 2021 black yellow white 555088-701 men's sizes,https://www.ebay.com/itm/284463068079?var=586020635857&epid=2314599653&_trkparms=ispr%3D1&hash=item423b51f3af:g:IIIAAOSwnl5hTO~Z&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSS2tefNAzyjxA1Q1YVqaAQEFCWZzuk8geYCsD0sosjcqgJ3QxJx8exkFDxXDg7WDwpA4CPB3nMMt3citc7CiX1Faa5gqcd7LWcUf3aCPhL59me9ELIJUscwJEY07HxzjgSCtitPi9m6ut1MEjhkFjK47Nl8cV9JaY25H3isy8CpOwyhgPp0N1aKNNXJOsWi9wYsFZT3gnVj2FmGD0iQ995Ln8ChyLjCbmt3HZwwH0JiYfG0Fh3E91MBHRZZDm%252B%252FfHvUnILQftEPCfS%252BxiqBL9SHsMgx9XlLSErHTO%252FDJJAqdNwhIQhR1lM4nsTBbYPE%252Ba2WV%252FywwQEHP8JSi%252BCABr%252BMZLVB5CJIeS0GR4TX%252FrvBgL7xfemBUUDW2p95XoT5PAuTCIfpT%252FMW%252B28HSiDsC1otS5N3GuDswXc%252BTHEW4JCchEHmqrbvXfq99NuH4xrk7FTaR0OGelPEUij5KdU23xooh5j5d4pj2MdLz%252B2LPd7%252BDTgso%252BwmsnlXY%252FFvD%252BJmFs3XNlaocfvUbEwiPFXkayHRN3X02tNhq26oAAr6O3dQTE5qXHNWhPA5vIb5BEToLG5vB0qVm0ftCX6KqJMKcIxI8rFbI64JVoERN%252FR2sM1laVLfX3%252B7o7LSYfGxDwO9N2ZnhV91NgaWR7KxCOIixTcGhTCIAz3rtewNCFqegM3Mj%252FyG5y976DdhFjQ0f%252FQklEnXS5J3JBzJqlmqBRu3wOfycHbv13jYOQ9gWuEyG2nTj9uv%252BGJf4YD670gHNJ%252BwItnYAQ3qMKAEYIS7TT3Lnsi3t05N1oHBoQFMlqTSG4wj%252FMD6E23vB6IViCV5PjF837%7Campid%3APL_CLK%7Cclp%3A2499334,209.95,0,Authenticity Guarantee,,,,Air_Jordan,Black,,
nike air jordan 1 high og pollen white black size 11 555088-701,https://www.ebay.com/p/27043546792?iid=265369852525,239,8.8,Authenticity Guarantee,,http://www.ebay.com/usr/make-an-offer13?_trksid=p2349526.m4383.c10,99.4% Positive feedback,Air_Jordan,Black,,11
nike air jordan 1 high og pollen white black yellow 555088-701 men's size 8,https://www.ebay.com/p/11043545222?iid=185053097454,233.99,0,Authenticity Guarantee,,http://www.ebay.com/usr/eventure?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,8
nike air jordan 1 high react black/white-gym red size men's 11.5 [ar5321-016],https://www.ebay.com/p/5039810881?iid=165015832713,161.99,0,Authenticity Guarantee,good2look,http://www.ebay.com/usr/good2look?_trksid=p2349526.m4383.c10,99.2% Positive feedback,Air_Jordan,Black,React,
nike air jordan 1 high react black-noble red-white sz 16 [ar5321-006] og,https://www.ebay.com/p/14039799382?iid=144063479314,149,0,Authenticity Guarantee,,,,Air_Jordan,Red,React,
nike air jordan 1 high react black-noble red-white sz 17 [ar5321-006],https://www.ebay.com/p/16044408150?iid=363440014332,199.99,0,Authenticity Guarantee,,http://www.ebay.com/usr/nyzcorp?_trksid=p2349526.m4383.c10,99.5% Positive feedback,Air_Jordan,Black,React,
nike air jordan 1 high react black-noble red-white sz 17 [ar5321-006] og,https://www.ebay.com/p/16044408150?iid=403181446099,149.99,0,Authenticity Guarantee,,,,Air_Jordan,Red,React,
nike air jordan 1 high retro og pollen yellow black 555088-701 men�??s size 10,https://www.ebay.com/p/25043542489?iid=265341024308,224.99,0,Authenticity Guarantee,,http://www.ebay.com/usr/jimmsterr?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,10
nike air jordan 1 high retro og pollen yellow/black new size 10.5 new,https://www.ebay.com/p/23043563324?iid=124919985592,210,10,Authenticity Guarantee,rnfgoods,http://www.ebay.com/usr/rnfgoods?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,10
nike air jordan 1 high university blue unc size 9.5 555088-134 new black white,https://www.ebay.com/p/19042345645?iid=324822906517,379.99,11.95,Authenticity Guarantee,,http://www.ebay.com/usr/notselectedllc?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,9
nike air jordan 1 high zoom air cmft black monarch size 15 ct0978-002,https://www.ebay.com/p/20045633156?iid=224603504626,249.99,0,Authenticity Guarantee,,http://www.ebay.com/usr/sneakerbrokers?_trksid=p2349526.m4383.c10,98.1% Positive feedback,Air_Jordan,Black,,15
nike air jordan 1 high zoom air sz 11 zen green black black tomatillo ck6637-002,https://www.ebay.com/p/11039796427?iid=165144010953,179.99,0,Authenticity Guarantee,soleondeck,http://www.ebay.com/usr/soleondeck?_trksid=p2349526.m4383.c10,100.0% Positive feedback,Air_Jordan,Black,,
nike air jordan 1 high zoom air zen green ck6637-002 new men's size 7.5,https://www.ebay.com/p/21039802797?iid=124888192526,209.97,0,Authenticity Guarantee,,http://www.ebay.com/usr/bartekrobot?_trksid=p2349526.m4383.c10,99.9% Positive feedback,Air_Jordan,Black,,7
nike air jordan 1 high zoom cmft stadium green white ct0978-300 men's size 7.5,https://www.ebay.com/p/12044898339?iid=224628103827,200,0,Authenticity Guarantee,,,,Air_Jordan,White,,7
nike air jordan 1 high zoom crater black crimson cw2414-001 men's size 9,https://www.ebay.com/p/19040608668?iid=184841832344,170.99,0,Authenticity Guarantee,,,,Air_Jordan,Red,,9
"nike air jordan 1 low ""black toe"" [gym red/white/black] (sz 10)",https://www.ebay.com/itm/303724026770?hash=item46b75cdb92:g:pG0AAOSwehZfhOLf,280,14.25,Authenticity Guarantee,futuresells,https://www.ebay.com/usr/futuresells?_trksid=p2047675.l2559,100% Positive feedback,Air_Jordan,White,,
"nike air jordan 1 low ""court purple"" white men's size 10 [553558-500] brand new",https://www.ebay.com/p/11041866177?iid=194338963627,220,0,Authenticity Guarantee,,,,Air_Jordan,White,,10
"nike air jordan 1 low ""crimson tint"" ""arctic pink"" men's size 14 (553558-034)",https://www.ebay.com/p/18040611302?iid=393609403146,109.95,0,Authenticity Guarantee,,,,Air_Jordan,Red,,14
"nike air jordan 1 low ""pollen"" yellow white gold men's size 9 553558-171",https://www.ebay.com/itm/165125580428?hash=item267240668c:g:w2MAAOSwtUlhZihp,124.99,9.3,Authenticity Guarantee,asdivito,https://www.ebay.com/usr/asdivito?_trksid=p2047675.l2559,99.4% Positive feedback,Air_Jordan,White,,9
nike air jordan 1 low (gs) �??violet shock�?�green black purple 553560-151,https://www.ebay.com/itm/403182464294?var=673279687713&hash=item5ddf8c2d26:g:Gj8AAOSwC4hhPbMC,109,11.37,Authenticity Guarantee,,,,Air_Jordan,Black,,
nike air jordan 1 low (gs) �??white gym red�?? 553560-118 size 6y,https://www.ebay.com/p/9040607051?iid=254934433418,129.99,0,Authenticity Guarantee,,,,Air_Jordan,Red,,6
nike air jordan 1 low (gs) �??white gym red�?? 553560-118 size 7y *ready to ship*,https://www.ebay.com/p/5040617164?iid=265152419369,109.99,4.99,Authenticity Guarantee,,,,Air_Jordan,Red,,7
nike air jordan 1 low (gs) court purple white black 553560-500 youth size 6y,https://www.ebay.com/itm/224601035391?hash=item344b43d27f:g:ppEAAOSw2SphN-J7,179.99,0,Authenticity Guarantee,,,,Air_Jordan,Black,,6
nike air jordan 1 low (gs) gym red black 553560-605 kid's shoes size 4.5y,https://www.ebay.com/p/8044702302?iid=363428259746,100,0,Authenticity Guarantee,,,,Air_Jordan,Red,,
