listing_name,listing_url,listing_price,listing_shipping_price,listing_authenticity,listing_Seller,listing_Seller_url,listing_Seller_rating,listing_color,listing_brand,listing_model,listing_size
nike dunk high championship navy (gs) size 5y *100% authentic* db2179-104,,$130,0,Authenticity Guarantee,sneakertruffles,https://www.ebay.com/usr/sneakertruffles?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high championship navy 9.5 brand new,,$180,21.95,Authenticity Guarantee,becjoh-4283,https://www.ebay.com/usr/becjoh-4283?_trksid=p2047675.l2559,"",Blue,Nike,Dunk,
nike dunk high championship navy gs size 7y (8.5w) order confirmed!!,,$120,13.55,Authenticity Guarantee,maar_8228,https://www.ebay.com/usr/maar_8228?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 7
nike dunk high championship navy men’s size 11 *in hand ready to ship*,,$145,9.3,Authenticity Guarantee,njnauthentic,https://www.ebay.com/usr/njnauthentic?_trksid=p2047675.l2559,83.3% Positive feedback,Blue,Nike,Dunk,Size 11
nike dunk high championship navy size 11 in hand,,$160,11.35,Authenticity Guarantee,vitobrown24,https://www.ebay.com/usr/vitobrown24?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 11
nike dunk high championship navy size 4m/5.5w,,$140,11.35,Authenticity Guarantee,50dollarsneakershop,https://www.ebay.com/usr/50dollarsneakershop?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high championship navy size 8 mens air 2021,,$124.99,21.15,Authenticity Guarantee,occkicks,https://www.ebay.com/usr/occkicks?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 8
"nike dunk high championship navy, size 8, dd1399-104",,$150,10,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk high emb sports specialties size 9.5 dh0953-400 - in hand/ fast ship!!,,$145,11.35,Authenticity Guarantee,"",https://www.ebay.com/usr/rainmankicks?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,Size 9
nike dunk high emb sports specialties white & navy sneakers mens size 7.5,,$179.89,12,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 7
nike dunk high first use red size 9 brand new 100% authentic in hand ship ready,,$120,7,Authenticity Guarantee,jae-150282,https://www.ebay.com/usr/jae-150282?_trksid=p2047675.l2559,87.5% Positive feedback,Red,Nike,Dunk,Size 9
nike dunk high first use university red sail dh0960-600,,$189.99,0,Authenticity Guarantee,"","","",Red,Nike,Dunk,
nike dunk high fragment beijing men's size 14 [dj0382-600],,$170,21.15,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 14
nike dunk high fragment midnight navy/black-white dj0383-400 us 10,,$256.8,0,"","","","",Black,Nike,Dunk,
nike dunk high fragment shoes new us 9 authentic from japan,,$258.67,0,"",mark..store,https://www.ebay.com/usr/mark..store?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,
nike dunk high fragment tokyo dj0383-400 size 8 brand new ds!,,$220,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk high game royal size 6 ds dd1399-102 blue kentucky fast shipping!,,$165,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 6
"nike dunk high gs ""knicks"" black/royal/crimson youth size 4.5y new [db2179-001]",,$109,0,Authenticity Guarantee,clearthewayde,https://www.ebay.com/usr/clearthewayde?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high gs “championship midnight navy” db2179-104 size4y ds *fast ship*,,$125,0,Authenticity Guarantee,sneakgeekk,https://www.ebay.com/usr/sneakgeekk?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high gs black white panda size 3.5y | in hand,,$149.99,10.35,Authenticity Guarantee,lacedbyvance,https://www.ebay.com/usr/lacedbyvance?_trksid=p2047675.l2559,"",Black,Nike,Dunk,
nike dunk high gs midnight navy db2179-104 size 5.5y / 7w in hand,,$129.99,8.8,Authenticity Guarantee,stillsteppin_shoesales,https://www.ebay.com/usr/stillsteppin_shoesales?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high gs youth vast grey white db2179-101 youth size: 4y women's 5.5.,,$110,0,Authenticity Guarantee,"",https://www.ebay.com/usr/valenciacf21?_trksid=p2047675.l2559,99.3% Positive feedback,White,Nike,Dunk,
nike dunk high kentucky royal blue size 9,,$180,21.15,Authenticity Guarantee,skateboards,https://www.ebay.com/usr/skateboards?_trksid=p2047675.l2559,98.4% Positive feedback,Blue,Nike,Dunk,Size 9
nike dunk high men size 9 women size 10.5 crimson tint sail,,$120,10.15,Authenticity Guarantee,chrisahn124,https://www.ebay.com/usr/chrisahn124?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 9
nike dunk high mens leather basketball shoes retro red vintage 317982 612 sz 8.5,,$161.49,13.55,Authenticity Guarantee,"","","",Red,Nike,Dunk,
nike dunk high michigan (2020) | cz8149-700 | men's size 11 *ships today!*,,$229.95,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 11
nike dunk high michigan (2020) cz8149-700,,$225,11.15,Authenticity Guarantee,"","","",Blue,Nike,Dunk,
nike dunk high michigan (2020) shoes new | men's size 10 | cz8149-700,,$195,21.15,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 10
nike dunk high michigan (2020) shoes new | men's size 9.5 | cz8149-700,,$195,21.15,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 9
nike dunk high midnight navy,,$165,0,Authenticity Guarantee,christiasilv_34,https://www.ebay.com/usr/christiasilv_34?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high midnight navy ps dd2314-104 pre-school size 3y blue sneaker shoes,,$90,10.15,"",konayuki,https://www.ebay.com/usr/konayuki?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high midnight navy size 10,,$165,0,Authenticity Guarantee,cleankixlab,https://www.ebay.com/usr/cleankixlab?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk high midnight navy size 7.5 mens dd1399 104 new fast shipping,,$160,12,Authenticity Guarantee,owobr90,https://www.ebay.com/usr/owobr90?_trksid=p2047675.l2559,66.7% Positive feedback,Blue,Nike,Dunk,Size 7
nike dunk high panda 2021 black white gs size 6y db2179-103,,$210,13.55,Authenticity Guarantee,i-bid-and-sell-to-win,https://www.ebay.com/usr/i-bid-and-sell-to-win?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,Size 6
nike dunk high panda 7y/8.5w (fast ship🔥),,$180,17.95,Authenticity Guarantee,tkennedy9142,https://www.ebay.com/usr/tkennedy9142?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,
nike dunk high panda gs size 6.5y - db2179-103 black white,,$200,18.35,Authenticity Guarantee,mdfhits,https://www.ebay.com/usr/mdfhits?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,Size 6
nike dunk high panda not university blue mocha hyper royal oreo fragment unc,,$180,20,Authenticity Guarantee,sidekicks2012,https://www.ebay.com/usr/sidekicks2012?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,
nike dunk high panda women’s size 5.5 (gs 4y) black white red retro db2179-103,,$190,8,Authenticity Guarantee,nick-1644,https://www.ebay.com/usr/nick-1644?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,
nike dunk high ps midnight navy size 12.5c dd2314-104 preschool new! in hand!,,$100,0,Authenticity Guarantee,heungjachan_0,https://www.ebay.com/usr/heungjachan_0?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 12
nike dunk high retro ‘championship’ midnight navy size 12 new in hand,,$159.99,12.75,Authenticity Guarantee,thompsonssupply,https://www.ebay.com/usr/thompsonssupply?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 12
nike dunk high retro championship midnight navy size 8.5 (brand new) in hand,,$150,9.3,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk high retro championship navy blue ds dd1399-104 in hand size 10,,$150,20,Authenticity Guarantee,timtheturtle74,https://www.ebay.com/usr/timtheturtle74?_trksid=p2047675.l2559,99.8% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk high retro championship navy dd1399-104 blue hi,,$159.98,0,Authenticity Guarantee,"",https://www.ebay.com/usr/snkrconcierge?_trksid=p2047675.l2559,99% Positive feedback,White,Nike,Dunk,
"nike dunk high retro championship navy dd1399-104 blue hi, size 8.5 men's",,$139,24.35,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk high retro championship navy dd1399-104 size 11 brand new in hand,,$155,0,Authenticity Guarantee,"","","",White,Nike,Dunk,Size 11
nike dunk high retro championship navy midnight in hand mens size 10 dd1399-104,,$169.99,9.3,Authenticity Guarantee,geoffwillis6,https://www.ebay.com/usr/geoffwillis6?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk high retro championship navy midnight mens size 8.5,,$165,9.99,Authenticity Guarantee,seggys.shop,https://www.ebay.com/usr/seggys.shop?_trksid=p2047675.l2559,"",Blue,Nike,Dunk,Size 8
nike dunk high retro championship navy size 11.5 mens,,$160,18.35,Authenticity Guarantee,booger8180,https://www.ebay.com/usr/booger8180?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 11
nike dunk high retro midnight navy nib never worn/tried on,,$155,10.35,Authenticity Guarantee,riledavidson12,https://www.ebay.com/usr/riledavidson12?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high retro midnight navy sneakers shoes dd1399-104 size 10.5,,$179.99,17.95,Authenticity Guarantee,jogar_4467,https://www.ebay.com/usr/jogar_4467?_trksid=p2047675.l2559,95.8% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk high retro white championship midnight navy dd1399-104,,$175,14.25,Authenticity Guarantee,miamivintageandmore,https://www.ebay.com/usr/miamivintageandmore?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high retro white championship midnight navy dd1399-104 size 12,,$165,9.3,Authenticity Guarantee,grdelp73,https://www.ebay.com/usr/grdelp73?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 12
nike dunk high retro white championship midnight navy dd1399-104 size 8.5,,$150,10,Authenticity Guarantee,dwh-l,https://www.ebay.com/usr/dwh-l?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 8
nike dunk high retro white championship midnight navy dd2314-104. size. 3 youth,,$139.99,12.99,Authenticity Guarantee,fernandop0_3,https://www.ebay.com/usr/fernandop0_3?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk high retro white championship midnight navy size 10.51,,$160,10,Authenticity Guarantee,kelvin_hawk1,https://www.ebay.com/usr/kelvin_hawk1?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk high retro white midnight navy championship navy dd1399-104 size 8,,$175,21.15,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk high retro white/vast gray 2021 dd1399-100 size 9.5 deadstock,,$210,20,Authenticity Guarantee,"","","",White,Nike,Dunk,Size 9
nike dunk high se ‘first use’ sail/green sz 9.5 - dh0960-001 sail/green in hand,,$145,12.7,Authenticity Guarantee,"","","",White,Nike,Dunk,
nike dunk high se “first use sail” (size 10m/11.5w) dh0960-600,,$120,0,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 10
nike dunk high se all-star barely green black (2021) dd1846-300 gs sizes,,$139.97,0,Authenticity Guarantee,sneakerzium,https://www.ebay.com/usr/sneakerzium?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,
nike dunk high se first use 50 years skate shoes mens sz 8.5 athletic red white,,$199.99,0,Authenticity Guarantee,"","","",Red,Nike,Dunk,
nike dunk high se first use pack shoes mens 13 dh0960-001 green noise light bone,,$154.99,10,Authenticity Guarantee,"","","",White,Nike,Dunk,
nike dunk high se first use sail brand new size 10 100% authentic,,$140,10,Authenticity Guarantee,"","","",White,Nike,Dunk,Size 10
nike dunk high se 'first use' university red dh0960-600 size 9-13 100% authentic,,$145,14.25,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 9
nike dunk high se red sail “first use red” (dh0960-600) size 12 men’s,,$140,9.3,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 12
nike dunk high shoes new us9.5 authentic from japan,,$260,0,"","",https://www.ebay.com/usr/mark..store?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,
nike dunk high sp pure platinum white men’s size 10 new cz8149-101,,$225.99,0,Authenticity Guarantee,"","","",White,Nike,Dunk,Size 10
nike dunk high sports specialties white navy mens size 9,,$145,12,Authenticity Guarantee,ryan_3082,https://www.ebay.com/usr/ryan_3082?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 9
nike dunk high syracuse orange white 2021 size 10.5 dd1399-101 *ships today*,,$240,12,Authenticity Guarantee,"","","",White,Nike,Dunk,Size 10
nike dunk high x notre midnight navy men's size 11 never worn ds nwt cw3092-400,,$249.99,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 11
nike dunk low - georgetown - size 11.5 - (dd1391-003),,$225,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 11
nike dunk low - university red - size 4y - 100% authentic,,$125,8.8,Authenticity Guarantee,lamaximakickz,https://www.ebay.com/usr/lamaximakickz?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,
"nike dunk low ""coast"" w | size 6w/4.5m *deadstock*",,$310,0,Authenticity Guarantee,sogust,https://www.ebay.com/usr/sogust?_trksid=p2047675.l2559,"",Blue,Nike,Dunk,Size 6
nike dunk low (ps) “unc university blue” cw1588-103 size 3y ready to ship,,$190,0,Authenticity Guarantee,jbmi_59,https://www.ebay.com/usr/jbmi_59?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk low “crimson game royal” cw1590-104 *size 4y*,,$115,0,Authenticity Guarantee,thankschop,https://www.ebay.com/usr/thankschop?_trksid=p2047675.l2559,98.7% Positive feedback,Blue,Nike,Dunk,
nike dunk low “university red/white” size 9 men dd1391600,,$165,21.15,Authenticity Guarantee,justcoppedit,https://www.ebay.com/usr/justcoppedit?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 9
nike dunk low “zebra” size 10 (brand new),,$219.99,0,Authenticity Guarantee,"","","",Black,Nike,Dunk,Size 10
nike dunk low 'black white' dd1391-100 size 8.5m,,$275,0,Authenticity Guarantee,"","","",Black,Nike,Dunk,Size 8
nike dunk low black white panda size 9 womens/ 7.5 mens dd1503101 - in hand,,$240,19.5,Authenticity Guarantee,joeychewcollectors,https://www.ebay.com/usr/joeychewcollectors?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,Size 9
nike dunk low black white panda size 9w 7.5men ds ! brand new! free shipping,,$275,0,Authenticity Guarantee,clothes_n_soles,https://www.ebay.com/usr/clothes_n_soles?_trksid=p2047675.l2559,100% Positive feedback,Black,Nike,Dunk,Size 9
nike dunk low bordeaux size 7 w brand new with box dd1503108,,$230,9.3,Authenticity Guarantee,ivriv3662,https://www.ebay.com/usr/ivriv3662?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 7
nike dunk low brand new size: 4y university red/white free shipping,,$130,0,Authenticity Guarantee,sinclairs_shop,https://www.ebay.com/usr/sinclairs_shop?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,
nike dunk low bright crimson game royal (gs),,$125.47,4.05,Authenticity Guarantee,umna9400,https://www.ebay.com/usr/umna9400?_trksid=p2047675.l2559,"",Red,Nike,Dunk,
nike dunk low bright crimson game royal gs size 4y cw1590-104,,$109.99,13.55,Authenticity Guarantee,pit_10,https://www.ebay.com/usr/pit_10?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk low bright crimson game royal size 6.5,,$120,16,Authenticity Guarantee,ruebn11,https://www.ebay.com/usr/ruebn11?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 6
nike dunk low bright crimson/game royal cw1590-104 gs size 7y womens 8.5 in hand,,$160,0,Authenticity Guarantee,outkast19782006,https://www.ebay.com/usr/outkast19782006?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 7
nike dunk low brooklyn nets size 13,,$145,15,Authenticity Guarantee,outofstockohio,https://www.ebay.com/usr/outofstockohio?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 13
nike dunk low by you 365 heineken green white red size 11.5,,$240,9.3,Authenticity Guarantee,p3rsona777,https://www.ebay.com/usr/p3rsona777?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 11
nike dunk low by you 365 id black white blue fragment inspired men’s 9,,$250,10.15,"",j.cheng1,https://www.ebay.com/usr/j.cheng1?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk low by you nikeid bandaid grey navy red 9.5,,$199.99,11.75,Authenticity Guarantee,drholdinitdown,https://www.ebay.com/usr/drholdinitdown?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,
nike dunk low by you size 10 white royal blue kentucky ah7979-992 nike id new,,$229.99,0,"",premierekicks360,https://www.ebay.com/usr/premierekicks360?_trksid=p2047675.l2559,91.7% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk low championship red (2021) - dd1391-600 - size 8.5,,$155,0,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 8
nike dunk low championship red (2021) - size 12 - dd1391-600,,$210,0,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 12
nike dunk low championship red 2021 ds size 10 in hand dd1391-600,,$175,13.55,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 10
nike dunk low championship red dd1391-600 men’s size 6 in hand same day ship!,,$225,9.3,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 6
nike dunk low championship red gs - size 3.5y in hand new authentic,,$125,15,Authenticity Guarantee,papgo92,https://www.ebay.com/usr/papgo92?_trksid=p2047675.l2559,"",Red,Nike,Dunk,
nike dunk low championship red gs size 6y lcw1590-600 - in-hand,,$155,0,Authenticity Guarantee,solevibin,https://www.ebay.com/usr/solevibin?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 6
nike dunk low championship red size 11,,$180,7,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 11
nike dunk low championship red size 9 dswt,,$160,10.15,Authenticity Guarantee,cookinstarkim,https://www.ebay.com/usr/cookinstarkim?_trksid=p2047675.l2559,80% Positive feedback,Red,Nike,Dunk,Size 9
nike dunk low championship red university white new men's size 12,,$224.95,11.35,Authenticity Guarantee,"","","",Red,Nike,Dunk,Size 12
nike dunk low chicago emb 75th anniversary nba size 12,,$250,21.15,Authenticity Guarantee,give-53,https://www.ebay.com/usr/give-53?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,Size 12
nike dunk low cobalt blue black shoes 2021 dd1391-001 men’s size 9.5 new,,$224.99,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 9
nike dunk low emb nba 75th anniversary “brooklyn nets” dd3363-001 ds size 10.5,,$175,0,Authenticity Guarantee,inventorycloseouts,https://www.ebay.com/usr/inventorycloseouts?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,Size 10
nike dunk low emb nba 75th anniversary “brooklyn nets” dd3363-001 ds size: 10,,$145,10,Authenticity Guarantee,eternal_soles,https://www.ebay.com/usr/eternal_soles?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,
nike dunk low emb 'nba 75th anniversary brooklyn nets - size 11.5🔥🔥,,$145,21.15,Authenticity Guarantee,dakisthegoat,https://www.ebay.com/usr/dakisthegoat?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 11
nike dunk low emb nba 75th anniversary brooklyn nets brand new size 10.5,,$160,0,Authenticity Guarantee,tawhy_29,https://www.ebay.com/usr/tawhy_29?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,Size 10
nike dunk low emb nba 75th anniversary brooklyn nets mens size 10 dd3363-001,,$160,14.25,Authenticity Guarantee,maada_63,https://www.ebay.com/usr/maada_63?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk low georgetown - size 8.0m - dd1391-003,,$199,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk low georgetown championship grey dd1391-003 size 9.5m in hand,,$164,11.37,Authenticity Guarantee,"","","",White,Nike,Dunk,Size 9
nike dunk low georgetown championship grey navy dd1391-003 size 8.5 - in hand,,$209.99,0,Authenticity Guarantee,grandslam.kicks,https://www.ebay.com/usr/grandslam.kicks?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 8
nike dunk low georgetown grey dark obsidian cw1590 004 gs size 3.5y women's 5,,$219.99,0,Authenticity Guarantee,treen58,https://www.ebay.com/usr/treen58?_trksid=p2047675.l2559,99.4% Positive feedback,Blue,Nike,Dunk,
nike dunk low georgetown grey dark obsidian cw1590 004 gs size 4.5y women's 6,,$219.99,0,Authenticity Guarantee,treen58,https://www.ebay.com/usr/treen58?_trksid=p2047675.l2559,99.4% Positive feedback,Blue,Nike,Dunk,
nike dunk low georgetown grey dark obsidian dd1391 003 men's size 8.5 women's 10,,$194.99,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk low georgetown gs size 5.5,,$175,9.2,Authenticity Guarantee,noj_kickz,https://www.ebay.com/usr/noj_kickz?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk low georgetown gs size 6.5y athletic shoes navy grey dd1391-003,,$169.99,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 6
nike dunk low georgetown gs size 6y/women’s 7.5 cw1590-004 fast ship,,$149.99,19.99,Authenticity Guarantee,pc_sneaks,https://www.ebay.com/usr/pc_sneaks?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 6
nike dunk low georgetown hoyas sz 12 midnight navy championship grey ships today,,$219.99,0,Authenticity Guarantee,fidygrand,https://www.ebay.com/usr/fidygrand?_trksid=p2047675.l2559,95.8% Positive feedback,Blue,Nike,Dunk,
nike dunk low georgetown men’s size 8 | in hand/ready to ship,,$189.99,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 8
nike dunk low georgetown mens size 7.5 dd1391-003 *free ship*,,$174.99,0,Authenticity Guarantee,"","","",Blue,Nike,Dunk,Size 7
nike dunk low gs bright crimson game royal size 6.5y / 8w cw1590-104,,$145,0,Authenticity Guarantee,genesis712,https://www.ebay.com/usr/genesis712?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 6
nike dunk low gs game royal crimson cw1590-104 gs size 6y in hand ready to ship,,$129,8,"",longjumper1000,https://www.ebay.com/usr/longjumper1000?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 6
nike dunk low gs game royal crimson cw1590-104 size 6y/ women’s size 7.5,,$175.99,15.95,Authenticity Guarantee,edvel47,https://www.ebay.com/usr/edvel47?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 6
nike dunk low gs retro black/hyper cobalt youth size 6y (7.5wm) new [cw1590-001],,$159.99,15,Authenticity Guarantee,clearthewayde,https://www.ebay.com/usr/clearthewayde?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 6
nike dunk low gs size 5.5y or 7.5w wolf grey/dark obsidian (cw159004),,$140,15.95,Authenticity Guarantee,esterod-41,https://www.ebay.com/usr/esterod-41?_trksid=p2047675.l2559,97.6% Positive feedback,Blue,Nike,Dunk,
nike dunk low gs university red white championship red size 7y brand new,,$160,14.25,Authenticity Guarantee,agu_8374,https://www.ebay.com/usr/agu_8374?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 7
nike dunk low hyper cobalt gs size 4y (5.5w) brand new 100% authentic!,,$105,10.35,Authenticity Guarantee,dmmarini,https://www.ebay.com/usr/dmmarini?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,
nike dunk low id by you - blue/black - dead stock size 9.5,,$240,11.35,Authenticity Guarantee,camskicks,https://www.ebay.com/usr/camskicks?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 9
nike dunk low id by you “bred” size 11 in hand - brand new✅ - black/red/white,,$274.99,0,Authenticity Guarantee,jflus.jgus4ozt1,https://www.ebay.com/usr/jflus.jgus4ozt1?_trksid=p2047675.l2559,99.6% Positive feedback,Red,Nike,Dunk,Size 11
nike dunk low id by you royal black toe size 10.5,,$279.97,0,"",corey_otoole,https://www.ebay.com/usr/corey_otoole?_trksid=p2047675.l2559,100% Positive feedback,Blue,Nike,Dunk,Size 10
nike dunk low id size 9.5 red and yellow ready to ship,,$140,9.3,Authenticity Guarantee,overtops,https://www.ebay.com/usr/overtops?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 9
nike dunk low id-by you mens size 10 red yellow shoes,,$200,0,Authenticity Guarantee,salecheef,https://www.ebay.com/usr/salecheef?_trksid=p2047675.l2559,98.7% Positive feedback,Red,Nike,Dunk,Size 10
nike dunk low id-by you mens size 9.5 blue white skateboarding shoes,,$220,0,Authenticity Guarantee,huenique-llc,https://www.ebay.com/usr/huenique-llc?_trksid=p2047675.l2559,97% Positive feedback,Blue,Nike,Dunk,Size 9
nike dunk low id-by you mens size 9.5 red yellow skateboarding shoes,,$220,0,Authenticity Guarantee,huenique-llc,https://www.ebay.com/usr/huenique-llc?_trksid=p2047675.l2559,97% Positive feedback,Red,Nike,Dunk,Size 9
nike dunk low n7 by lyle thompson costume shoe sneaker size 7.5 brand new,,$200,0,Authenticity Guarantee,larr.manao,https://www.ebay.com/usr/larr.manao?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,Size 7
nike dunk low off white “dear summer” lot 15 size 12 virgil snkrs dj0950-101,,$450,0,"",nerdy1980,https://www.ebay.com/usr/nerdy1980?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,Size 12
nike dunk low off-white 1 of 50 lot. 17 shoes rare us9.5 authentic from japan,,$411.97,0,"","",https://www.ebay.com/usr/mark..store?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,
nike dunk low off-white 1 of 50 lot45 shoes rare us10 authentic from japan,,$425,0,"","",https://www.ebay.com/usr/mark..store?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,
nike dunk low panda black white ps| size 1.5y| confirmed order,,$104.99,0,Authenticity Guarantee,lambantiques,https://www.ebay.com/usr/lambantiques?_trksid=p2047675.l2559,100% Positive feedback,White,Nike,Dunk,
nike dunk low pink foam red sz4.5y 100% authentic ds casual lifestyle,,$160,10,Authenticity Guarantee,reklessi07,https://www.ebay.com/usr/reklessi07?_trksid=p2047675.l2559,100% Positive feedback,Red,Nike,Dunk,
nike dunk low pink foam red white gs size 7y,,$150,11.85,Authenticity Guarantee,"",https://www.ebay.com/usr/afritts05?_trksid=p2047675.l2559,"",White,Nike,Dunk,Size 7
nike dunk low pro 2003 clay glacier blue light bone moore 624044 241 sz 10.5 ds,,$600,15,Authenticity Guarantee,"","","",Blue,Nike,Dunk,
nike dunk low pro sb acg red plum men’s 11 (bq6817-501),,$200,19.29,Authenticity Guarantee,"","","",Red,Nike,Dunk,
